FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,HC2-Fuente,HC2-Tipo_combustible,HC2-Cantidad_toneladas,HC2-Densidad_KgL
6/23/2025 9:35:52,raysareyesv@gmail.com,Energia Renovable del Sur ,20392847406,Establecimiento_1_7406,Caldera,Diesel,348.04,0.9
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_1_9123,Generador,GLP,324.92,1.1
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_1_9123,Maquinaria,Electricidad,68.01,0.8
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_2_9123,Horno,GLP,336.29,0.8
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_2_9123,Maquinaria,GLP,465.07,1.0
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_1_1234,Caldera,Diesel,217.46,0.8
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_1_1234,Maquinaria,Gas natural,390.4,0.8
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_2_1234,Maquinaria,Diesel,316.57,0.8
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_2_1234,Maquinaria,Electricidad,87.29,0.8
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_3_1234,Horno,Electricidad,275.32,1.1
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_3_1234,Maquinaria,Diesel,124.01,1.1
7/3/2025 16:45:12,rlopez.quimica@yahoo.com,QUIMICA INDUSTRIAL LIMA S.A,20678912345,Establecimiento_1_2345,Caldera,Fuel oil,180.67,1.2
7/3/2025 16:45:12,rlopez.quimica@yahoo.com,QUIMICA INDUSTRIAL LIMA S.A,20678912345,Establecimiento_1_2345,Horno,Coque,125.81,1.2
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_1_3456,Horno,Electricidad,253.26,0.7
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_1_3456,Generador,GLP,261.34,1.2
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_2_3456,Maquinaria,Diesel,424.62,1.2
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_2_3456,Caldera,Diesel,254.26,1.2
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_3_3456,Horno,Electricidad,127.1,1.8
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_3_3456,Maquinaria,Electricidad,233.24,1.2
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_4_3456,Generador,Electricidad,400.2,1.2
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_4_3456,Horno,GLP,234.42,1.2
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_5_3456,Caldera,Electricidad,156.09,1.8
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_5_3456,Horno,Diesel,158.02,0.7
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,Caldera,Electricidad,166.72,1.1
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,Maquinaria,Electricidad,315.96,0.8
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,Horno,Diesel,141.53,1.0
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,Generador,GLP,460.61,1.0
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,Generador,Diesel,367.71,0.8
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,Generador,Diesel,379.26,1.0
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,Horno,Electricidad,139.57,1.0
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,Generador,GLP,304.95,1.0
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,Horno,GLP,87.82,1.1
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,Caldera,Diesel,398.88,1.0
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,Generador,Diesel,267.64,1.0
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,Caldera,Diesel,52.68,1.1
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,Maquinaria,Diesel,280.88,0.8
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,Horno,Diesel,227.67,1.0
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_1_7891,Maquinaria,Gas natural,151.09,0.8
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_1_7891,Horno,Gas natural,344.94,1.1
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,Generador,Gas natural,205.9,0.8
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,Generador,Diesel,53.18,1.1
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,Generador,Carbon,69.98,1.1
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,Caldera,Carbon,269.97,1.1
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,Caldera,Diesel,403.46,0.8
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,Maquinaria,Diesel,235.3,1.1
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_2_8912,Maquinaria,Diesel,430.89,1.0
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_2_8912,Maquinaria,Diesel,308.04,1.1
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,Horno,Electricidad,344.68,1.0
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,Horno,Diesel,284.84,1.0
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,Generador,GLP,102.17,1.0
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,Maquinaria,GLP,130.97,1.1
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,Generador,Electricidad,247.92,1.0
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,Horno,Electricidad,182.13,1.0
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_6_8912,Maquinaria,GLP,432.87,1.0
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_6_8912,Caldera,Electricidad,315.24,1.0
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,Caldera,Gas natural,92.25,1.0
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,Horno,Fuel oil,57.23,1.2
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,Caldera,Biomasa,409.6,1.0
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,Horno,Biomasa,307.62,1.0
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,Caldera,Coque de petroleo,176.22,0.9
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,Horno,Neumaticos usados,246.5,0.9
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,Caldera,GLP,435.32,0.8
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,Caldera,GLP,232.72,0.8
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,Maquinaria,GLP,98.93,1.1
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,Caldera,GLP,483.57,1.0
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,Caldera,Diesel,173.63,1.1
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,Generador,GLP,182.94,1.0
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,Generador,Coque,110.08,1.1
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,Generador,Carbon,241.66,0.9
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,Horno,Gas natural,458.42,0.9
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,Horno,Coque,476.97,2.5
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,Caldera,Coque,385.44,2.5
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,Horno,Coque,292.98,0.9
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,Horno,Gas natural,90.71,2.5
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,Caldera,Carbon,432.57,1.1
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,Horno,Electricidad,404.93,0.3
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,Maquinaria,Electricidad,387.23,1.1
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_2_4567,Caldera,Gas natural,189.7,0.3
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_2_4567,Maquinaria,Diesel,410.61,1.1
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,Caldera,Gas natural,138.85,1.2
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,Caldera,Biomasa,475.89,0.5
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,Horno,GLP,223.9,0.5
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,Horno,Gas natural,282.29,1.2
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_3_5678,Generador,GLP,228.7,0.9
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_3_5678,Caldera,Gas natural,238.7,0.9
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_4_5678,Horno,Gas natural,334.07,1.2
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_4_5678,Horno,GLP,322.85,0.5
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_5_5678,Generador,Biomasa,389.02,0.9
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_5_5678,Generador,Gas natural,58.39,0.9
7/16/2025 11:22:39,ldiaz.ceramica@hotmail.com,CERAMICA DIAZ S.A,20123456789,Establecimiento_1_6789,Horno,Carbon,109.18,1.3
7/16/2025 11:22:39,ldiaz.ceramica@hotmail.com,CERAMICA DIAZ S.A,20123456789,Establecimiento_1_6789,Generador,Carbon,161.56,1.3
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_1_7891,Maquinaria,Diesel,473.99,1.0
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_1_7891,Generador,GLP,283.99,1.1
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_2_7891,Maquinaria,GLP,432.98,0.8
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_2_7891,Maquinaria,Electricidad,220.03,0.8
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_3_7891,Caldera,GLP,348.81,0.8
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_3_7891,Generador,GLP,282.21,1.0
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_1_8912,Maquinaria,GLP,314.1,1.0
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_1_8912,Maquinaria,GLP,108.35,1.1
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_2_8912,Generador,Electricidad,75.64,0.8
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_2_8912,Maquinaria,GLP,58.31,1.1
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_1_9123,Horno,Diesel,215.93,1.0
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_1_9123,Generador,Diesel,369.48,0.8
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_2_9123,Horno,Electricidad,324.5,1.0
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_2_9123,Caldera,GLP,287.76,1.0
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_3_9123,Horno,GLP,154.54,1.1
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_3_9123,Generador,Diesel,212.11,0.8
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_4_9123,Horno,Diesel,340.14,0.8
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_4_9123,Maquinaria,Diesel,446.92,0.8
7/20/2025 17:19:31,pvaldes.vidrio@gmail.com,VIDRIOS VALDES S.R.L,20567891234,Establecimiento_1_1234,Horno,Neumaticos usados,410.44,0.9
7/20/2025 17:19:31,pvaldes.vidrio@gmail.com,VIDRIOS VALDES S.R.L,20567891234,Establecimiento_1_1234,Maquinaria,Neumaticos usados,389.96,0.9
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_1_2345,Generador,Gas LP,457.45,1.5
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_1_2345,Generador,Gas LP,420.45,1.2
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_2_2345,Generador,Fuel oil,459.96,1.5
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_2_2345,Horno,Fuel oil,469.65,1.5
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_1_3456,Caldera,Diesel,141.8,0.8
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_1_3456,Generador,Diesel,370.26,0.8
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_2_3456,Generador,GLP,438.63,0.8
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_2_3456,Maquinaria,Electricidad,354.31,0.8
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_3_3456,Maquinaria,Electricidad,137.24,1.0
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_3_3456,Horno,GLP,432.43,1.1
7/23/2025 16:21:42,snavarro.fertilizante@gmail.com,FERTILIZANTES NAVARRO S.R.L,20891234567,Establecimiento_1_4567,Horno,Fuel oil,281.33,0.8
7/23/2025 16:21:42,snavarro.fertilizante@gmail.com,FERTILIZANTES NAVARRO S.R.L,20891234567,Establecimiento_1_4567,Horno,Coque,429.23,0.8
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_1_5678,Horno,Gas LP,396.55,1.5
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_1_5678,Generador,Coque,144.96,1.2
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_2_5678,Maquinaria,Coque,388.47,1.2
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_2_5678,Generador,Coque,274.91,0.8
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_1_6789,Caldera,Gas natural,75.84,1.1
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_1_6789,Maquinaria,Carbon,60.46,1.1
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_2_6789,Generador,Carbon,341.09,0.9
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_2_6789,Maquinaria,Gas natural,58.92,2.5
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_3_6789,Maquinaria,Gas natural,461.12,1.1
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_3_6789,Horno,Carbon,328.3,0.9
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_4_6789,Caldera,Gas natural,94.46,0.9
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_4_6789,Generador,Carbon,348.72,1.1
7/26/2025 11:41:18,vmendez.electronica@gmail.com,ELECTRONICA MENDEZ S.R.L,20234567891,Establecimiento_1_7891,Generador,Electricidad,463.42,1.0
7/26/2025 11:41:18,vmendez.electronica@gmail.com,ELECTRONICA MENDEZ S.R.L,20234567891,Establecimiento_1_7891,Caldera,Electricidad,400.94,0.8
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_1_8912,Generador,GLP,245.14,1.1
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_1_8912,Horno,GLP,413.23,0.8
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_2_8912,Generador,Electricidad,399.46,1.1
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_2_8912,Maquinaria,GLP,204.13,0.8
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_3_8912,Generador,Diesel,443.1,0.8
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_3_8912,Maquinaria,GLP,376.75,1.1
7/28/2025 8:53:47,xsalazar.joyeria@outlook.com,JOYERIA SALAZAR S.A,20456789123,Establecimiento_1_9123,Horno,Electricidad,271.59,1.1
7/28/2025 8:53:47,xsalazar.joyeria@outlook.com,JOYERIA SALAZAR S.A,20456789123,Establecimiento_1_9123,Generador,Diesel,428.6,1.0
7/29/2025 12:18:21,yvega.calzado@gmail.com,CALZADOS VEGA S.R.L,20567891234,Establecimiento_1_1234,Maquinaria,Diesel,61.91,1.1
7/29/2025 12:18:21,yvega.calzado@gmail.com,CALZADOS VEGA S.R.L,20567891234,Establecimiento_1_1234,Generador,GLP,441.63,0.8
