FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,Residuo,Cantidad_transferida,Unidad_medida,Densidad_KgL,RUC_operador,Tipo_operador,Numero_registro
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_5_3456,Escombreras,182.16,kg,0.7,2056698546,Dispositor final,REG-3456-002
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,Residuos solidos,367.36,kg,0.8,2091980187,Gestor autorizado,REG-4567-001
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,Lodos,335.69,kg,1.1,2013329353,Reciclador,REG-4567-002
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,Materiales varios,170.03,m3,0.8,2062073282,Dispositor final,REG-4567-003
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,Residuos solidos,466.07,m3,1.1,2075887283,Gestor autorizado,REG-4567-001
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,Lodos,194.55,toneladas,1.0,2048568990,Reciclador,REG-4567-002
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,Materiales varios,421.82,kg,0.8,2053351771,Dispositor final,REG-4567-003
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,Residuos solidos,50.06,kg,1.0,2073562756,Reciclador,REG-4567-001
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,Lodos,319.49,toneladas,0.8,2065800649,Reciclador,REG-4567-002
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,Materiales varios,211.12,kg,1.0,2067408215,Dispositor final,REG-4567-003
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,Residuos solidos,341.75,kg,0.8,2096198214,Gestor autorizado,REG-4567-001
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,Lodos,436.43,kg,1.1,2084605380,Dispositor final,REG-4567-002
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,Materiales varios,362.96,toneladas,0.8,2075970791,Reciclador,REG-4567-003
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,Residuos solidos,474.68,m3,1.0,2024674181,Gestor autorizado,REG-5678-001
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,Lodos,382.92,toneladas,1.1,2062495726,Reciclador,REG-5678-002
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,Materiales varios,85.92,kg,1.0,2061750321,Dispositor final,REG-5678-003
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,Residuos solidos,206.22,m3,1.1,2053869337,Reciclador,REG-5678-001
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,Lodos,440.17,toneladas,0.8,2075488758,Dispositor final,REG-5678-002
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,Materiales varios,348.16,m3,1.1,2013705114,Dispositor final,REG-5678-003
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,Residuos solidos,213.09,kg,1.0,2068960230,Reciclador,REG-6789-001
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,Lodos,320.25,toneladas,0.8,2018408857,Gestor autorizado,REG-6789-002
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,Materiales varios,129.8,toneladas,1.1,2071723966,Gestor autorizado,REG-6789-003
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_1_7891,Cenizas,429.42,litros,0.9,2060439718,Gestor autorizado,REG-7891-001
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_1_7891,Lodos,59.03,toneladas,0.9,2065829703,Gestor autorizado,REG-7891-002
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,Cenizas,78.83,kg,0.8,2016348031,Dispositor final,REG-7891-001
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,Lodos,35.28,kg,1.1,2013055178,Reciclador,REG-7891-002
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,Aceites dieléctricos,175.73,litros,0.9,2062025098,Reciclador,REG-7891-003
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,Cenizas,28.49,toneladas,1.1,2050156160,Gestor autorizado,REG-7891-001
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,Lodos,429.04,toneladas,0.9,2066979728,Dispositor final,REG-7891-002
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,Residuos solidos,194.08,toneladas,0.8,2057574011,Reciclador,REG-8912-001
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,Lodos,45.57,toneladas,1.0,2057983426,Gestor autorizado,REG-8912-002
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,Materiales varios,15.87,kg,1.1,2063924017,Reciclador,REG-8912-003
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_2_8912,Residuos solidos,181.41,toneladas,0.8,2035690370,Reciclador,REG-8912-001
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_2_8912,Lodos,63.61,m3,0.8,2071259582,Gestor autorizado,REG-8912-002
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,Residuos solidos,159.76,kg,1.0,2012155138,Gestor autorizado,REG-8912-001
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,Lodos,141.0,kg,0.8,2062627939,Dispositor final,REG-8912-002
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,Residuos solidos,325.84,toneladas,1.1,2091230737,Gestor autorizado,REG-8912-001
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,Lodos,110.03,kg,0.8,2061303739,Reciclador,REG-8912-002
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,Residuos solidos,464.45,m3,1.0,2065387409,Dispositor final,REG-8912-001
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,Lodos,387.42,toneladas,1.1,2088791103,Reciclador,REG-8912-002
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,Materiales varios,383.41,kg,0.8,2012841570,Reciclador,REG-8912-003
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_6_8912,Residuos solidos,232.84,m3,1.0,2040120811,Dispositor final,REG-8912-001
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_6_8912,Lodos,412.5,m3,0.8,2067000453,Reciclador,REG-8912-002
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,Lodos de pulpa,211.02,kg,1.0,2055474601,Dispositor final,REG-9123-001
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,Recortes,70.17,m3,1.2,2069244651,Gestor autorizado,REG-9123-002
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,Productos quimicos,132.25,toneladas,1.2,2037529848,Reciclador,REG-9123-003
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,Lodos de pulpa,254.92,kg,1.0,2083399700,Dispositor final,REG-9123-001
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,Recortes,490.68,m3,1.0,2040807141,Reciclador,REG-9123-002
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,Productos quimicos,462.7,toneladas,1.0,2047618820,Reciclador,REG-9123-003
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,Polvos de horno,105.36,m3,1.3,2061256220,Reciclador,REG-1234-001
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,Escorias,242.26,m3,1.4,2017257765,Dispositor final,REG-1234-002
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,Residuos solidos,168.84,toneladas,1.0,2048054510,Gestor autorizado,REG-2345-001
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,Lodos,464.19,toneladas,1.1,2098700124,Reciclador,REG-2345-002
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,Residuos solidos,59.57,m3,1.1,2069251629,Reciclador,REG-2345-001
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,Lodos,351.74,m3,0.8,2016503678,Reciclador,REG-2345-002
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,Materiales varios,378.09,toneladas,0.8,2030952562,Gestor autorizado,REG-2345-003
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,Residuos solidos,357.14,toneladas,1.1,2070280295,Reciclador,REG-2345-001
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,Lodos,316.52,kg,1.1,2089696946,Reciclador,REG-2345-002
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,Virutas metalicas,300.65,m3,2.5,2043098288,Dispositor final,REG-3456-001
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,Aceites usados,268.86,kg,2.5,2037224143,Gestor autorizado,REG-3456-002
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,Virutas metalicas,169.57,kg,1.1,2063516398,Gestor autorizado,REG-3456-001
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,Aceites usados,222.62,toneladas,2.5,2099737596,Reciclador,REG-3456-002
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,Virutas metalicas,280.16,kg,0.9,2058276821,Gestor autorizado,REG-3456-001
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,Aceites usados,96.64,kg,0.9,2053201454,Gestor autorizado,REG-3456-002
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,Escorias,427.5,kg,2.5,2025646033,Dispositor final,REG-3456-003
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,Virutas metalicas,213.77,toneladas,0.9,2083352589,Dispositor final,REG-3456-001
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,Aceites usados,115.17,m3,0.9,2030912865,Reciclador,REG-3456-002
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,Escorias,457.72,m3,0.9,2091450174,Reciclador,REG-3456-003
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,Recortes textiles,331.84,m3,0.3,2017983774,Dispositor final,REG-4567-001
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,Colorantes,460.98,kg,0.3,2022391650,Reciclador,REG-4567-002
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,Lodos quimicos,379.75,toneladas,0.8,2046994056,Dispositor final,REG-4567-003
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_2_4567,Recortes textiles,335.12,kg,0.3,2040942374,Reciclador,REG-4567-001
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_2_4567,Colorantes,488.22,toneladas,0.8,2050838682,Dispositor final,REG-4567-002
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,Residuos organicos,450.46,litros,0.9,2027558715,Reciclador,REG-5678-001
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,Envases contaminados,414.97,kg,1.2,2069536671,Dispositor final,REG-5678-002
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,Subproductos animales,348.16,toneladas,0.5,2040853126,Dispositor final,REG-5678-003
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,Residuos organicos,147.36,kg,0.5,2065723608,Dispositor final,REG-5678-001
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,Envases contaminados,458.82,kg,0.9,2011505418,Dispositor final,REG-5678-002
