FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,HC1-Punto,HC1-Zona,HC1-Este,HC1-Norte,HC1-Region,HC1-Referencia
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_1_7891,P-001,Zona_Industrial,280368,8653173,Lima,Km_20_Carretera_Central
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,P-002,Zona_Industrial,281122,8654965,Lima,Km_45_Carretera_Central
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,P-003,Zona_Industrial,289280,8654351,Lima,Km_40_Carretera_Central
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,P-001,Zona_Industrial,285044,8651302,Lima,Km_33_Carretera_Central
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_2_8912,P-002,Zona_Industrial,289510,8651471,Lima,Km_4_Carretera_Central
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,P-003,Zona_Industrial,284425,8652380,Lima,Km_39_Carretera_Central
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,P-004,Zona_Industrial,280735,8659841,Lima,Km_8_Carretera_Central
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,P-005,Zona_Industrial,289122,8653390,Lima,Km_1_Carretera_Central
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_6_8912,P-006,Zona_Industrial,282054,8656316,Lima,Km_24_Carretera_Central
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,P-001,Zona_Industrial,280957,8650132,Lima,Km_50_Carretera_Central
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,P-002,Zona_Industrial,280637,8651506,Lima,Km_7_Carretera_Central
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,P-001,Zona_Industrial,280926,8659828,Lima,Km_20_Carretera_Central
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,P-001,Zona_Industrial,281564,8659951,Lima,Km_15_Carretera_Central
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,P-002,Zona_Industrial,285045,8652814,Lima,Km_50_Carretera_Central
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,P-003,Zona_Industrial,285058,8658680,Lima,Km_23_Carretera_Central
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,P-001,Zona_Industrial,286499,8659138,Lima,Km_38_Carretera_Central
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,P-002,Zona_Industrial,285171,8656502,Lima,Km_12_Carretera_Central
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,P-003,Zona_Industrial,287765,8654106,Lima,Km_33_Carretera_Central
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,P-004,Zona_Industrial,283400,8652317,Lima,Km_37_Carretera_Central
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,P-001,Zona_Industrial,281303,8651286,Lima,Km_33_Carretera_Central
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_2_4567,P-002,Zona_Industrial,287408,8656059,Lima,Km_26_Carretera_Central
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,P-001,Zona_Industrial,289556,8655860,Lima,Km_39_Carretera_Central
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,P-002,Zona_Industrial,286295,8652122,Lima,Km_48_Carretera_Central
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_3_5678,P-003,Zona_Industrial,289276,8656667,Lima,Km_30_Carretera_Central
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_4_5678,P-004,Zona_Industrial,281559,8650284,Lima,Km_29_Carretera_Central
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_5_5678,P-005,Zona_Industrial,284824,8653246,Lima,Km_41_Carretera_Central
7/16/2025 11:22:39,ldiaz.ceramica@hotmail.com,CERAMICA DIAZ S.A,20123456789,Establecimiento_1_6789,P-001,Zona_Industrial,281957,8654007,Lima,Km_38_Carretera_Central
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_1_7891,P-001,Zona_Industrial,285875,8650602,Lima,Km_15_Carretera_Central
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_2_7891,P-002,Zona_Industrial,280288,8657496,Lima,Km_31_Carretera_Central
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_3_7891,P-003,Zona_Industrial,287225,8650227,Lima,Km_13_Carretera_Central
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_1_8912,P-001,Zona_Industrial,286699,8654564,Lima,Km_46_Carretera_Central
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_2_8912,P-002,Zona_Industrial,289568,8656039,Lima,Km_7_Carretera_Central
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_1_9123,P-001,Zona_Industrial,289240,8651008,Lima,Km_13_Carretera_Central
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_2_9123,P-002,Zona_Industrial,280780,8656367,Lima,Km_49_Carretera_Central
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_3_9123,P-003,Zona_Industrial,282287,8651010,Lima,Km_2_Carretera_Central
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_4_9123,P-004,Zona_Industrial,283522,8654991,Lima,Km_29_Carretera_Central
7/20/2025 17:19:31,pvaldes.vidrio@gmail.com,VIDRIOS VALDES S.R.L,20567891234,Establecimiento_1_1234,P-001,Zona_Industrial,283542,8650199,Lima,Km_10_Carretera_Central
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_1_2345,P-001,Zona_Industrial,284901,8653236,Lima,Km_21_Carretera_Central
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_2_2345,P-002,Zona_Industrial,280613,8655447,Lima,Km_19_Carretera_Central
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_1_3456,P-001,Zona_Industrial,283494,8659364,Lima,Km_23_Carretera_Central
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_2_3456,P-002,Zona_Industrial,287435,8657038,Lima,Km_16_Carretera_Central
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_3_3456,P-003,Zona_Industrial,282505,8657151,Lima,Km_44_Carretera_Central
7/23/2025 16:21:42,snavarro.fertilizante@gmail.com,FERTILIZANTES NAVARRO S.R.L,20891234567,Establecimiento_1_4567,P-001,Zona_Industrial,281780,8651320,Lima,Km_2_Carretera_Central
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_1_5678,P-001,Zona_Industrial,282810,8652675,Lima,Km_44_Carretera_Central
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_2_5678,P-002,Zona_Industrial,289105,8652511,Lima,Km_35_Carretera_Central
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_1_6789,P-001,Zona_Industrial,282311,8657676,Lima,Km_24_Carretera_Central
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_2_6789,P-002,Zona_Industrial,287572,8656347,Lima,Km_32_Carretera_Central
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_3_6789,P-003,Zona_Industrial,286562,8658879,Lima,Km_26_Carretera_Central
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_4_6789,P-004,Zona_Industrial,285602,8650018,Lima,Km_18_Carretera_Central
7/26/2025 11:41:18,vmendez.electronica@gmail.com,ELECTRONICA MENDEZ S.R.L,20234567891,Establecimiento_1_7891,P-001,Zona_Industrial,287285,8659109,Lima,Km_40_Carretera_Central
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_1_8912,P-001,Zona_Industrial,281824,8652717,Lima,Km_50_Carretera_Central
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_2_8912,P-002,Zona_Industrial,285497,8656397,Lima,Km_6_Carretera_Central
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_3_8912,P-003,Zona_Industrial,287411,8652524,Lima,Km_16_Carretera_Central
7/28/2025 8:53:47,xsalazar.joyeria@outlook.com,JOYERIA SALAZAR S.A,20456789123,Establecimiento_1_9123,P-001,Zona_Industrial,289447,8658405,Lima,Km_20_Carretera_Central
7/29/2025 12:18:21,yvega.calzado@gmail.com,CALZADOS VEGA S.R.L,20567891234,Establecimiento_1_1234,P-001,Zona_Industrial,285611,8651676,Lima,Km_24_Carretera_Central
7/29/2025 12:18:21,yvega.calzado@gmail.com,CALZADOS VEGA S.R.L,20567891234,Establecimiento_2_1234,P-002,Zona_Industrial,286728,8659694,Lima,Km_23_Carretera_Central
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_1_2345,P-001,Zona_Industrial,288210,8656600,Lima,Km_28_Carretera_Central
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_2_2345,P-002,Zona_Industrial,280277,8658469,Lima,Km_49_Carretera_Central
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_3_2345,P-003,Zona_Industrial,286291,8650737,Lima,Km_19_Carretera_Central
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_4_2345,P-004,Zona_Industrial,289087,8657456,Lima,Km_29_Carretera_Central
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_5_2345,P-005,Zona_Industrial,282707,8655296,Lima,Km_4_Carretera_Central
8/1/2025 14:12:49,acoronel.farmacia@yahoo.com,FARMACIA CORONEL S.A,20789123456,Establecimiento_1_3456,P-001,Zona_Industrial,285041,8656876,Lima,Km_9_Carretera_Central
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_1_4567,P-001,Zona_Industrial,281218,8650660,Lima,Km_32_Carretera_Central
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_2_4567,P-002,Zona_Industrial,281729,8656970,Lima,Km_36_Carretera_Central
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_3_4567,P-003,Zona_Industrial,280081,8658338,Lima,Km_50_Carretera_Central
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_4_4567,P-004,Zona_Industrial,281983,8650792,Lima,Km_20_Carretera_Central
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_5_4567,P-005,Zona_Industrial,287654,8651290,Lima,Km_18_Carretera_Central
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_6_4567,P-006,Zona_Industrial,283318,8653289,Lima,Km_4_Carretera_Central
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_1_5678,P-001,Zona_Industrial,280624,8654301,Lima,Km_19_Carretera_Central
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_2_5678,P-002,Zona_Industrial,287103,8651547,Lima,Km_12_Carretera_Central
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_3_5678,P-003,Zona_Industrial,280662,8651851,Lima,Km_5_Carretera_Central
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_4_5678,P-004,Zona_Industrial,280828,8653201,Lima,Km_25_Carretera_Central
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_5_5678,P-005,Zona_Industrial,282366,8651818,Lima,Km_48_Carretera_Central
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_6_5678,P-006,Zona_Industrial,282907,8659978,Lima,Km_48_Carretera_Central
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_7_5678,P-007,Zona_Industrial,287570,8650982,Lima,Km_44_Carretera_Central
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_8_5678,P-008,Zona_Industrial,282545,8657853,Lima,Km_28_Carretera_Central
8/4/2025 9:51:52,daguirre.hotel@hotmail.com,HOTELES AGUIRRE S.A,20123456789,Establecimiento_1_6789,P-001,Zona_Industrial,287006,8653389,Lima,Km_38_Carretera_Central
8/4/2025 9:51:52,daguirre.hotel@hotmail.com,HOTELES AGUIRRE S.A,20123456789,Establecimiento_2_6789,P-002,Zona_Industrial,286614,8656285,Lima,Km_48_Carretera_Central
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_1_7891,P-001,Zona_Industrial,283006,8650240,Lima,Km_43_Carretera_Central
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_2_7891,P-002,Zona_Industrial,282406,8658521,Lima,Km_8_Carretera_Central
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_3_7891,P-003,Zona_Industrial,286164,8651192,Lima,Km_43_Carretera_Central
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_1_8912,P-001,Zona_Industrial,289740,8650239,Lima,Km_10_Carretera_Central
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_2_8912,P-002,Zona_Industrial,284724,8656244,Lima,Km_39_Carretera_Central
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_3_8912,P-003,Zona_Industrial,283502,8652144,Lima,Km_23_Carretera_Central
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_4_8912,P-004,Zona_Industrial,288766,8651687,Lima,Km_18_Carretera_Central
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_1_9123,P-001,Zona_Industrial,280996,8651707,Lima,Km_13_Carretera_Central
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_2_9123,P-002,Zona_Industrial,287729,8658508,Lima,Km_43_Carretera_Central
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_3_9123,P-003,Zona_Industrial,280264,8650063,Lima,Km_20_Carretera_Central
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_4_9123,P-004,Zona_Industrial,280635,8654741,Lima,Km_15_Carretera_Central
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_5_9123,P-005,Zona_Industrial,284242,8653104,Lima,Km_48_Carretera_Central
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_6_9123,P-006,Zona_Industrial,288243,8657362,Lima,Km_48_Carretera_Central
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_7_9123,P-007,Zona_Industrial,288665,8656322,Lima,Km_11_Carretera_Central
8/8/2025 8:26:16,hmoreno.consultoria@gmail.com,CONSULTORA MORENO S.R.L,20567891234,Establecimiento_1_1234,P-001,Zona_Industrial,281015,8655074,Lima,Km_10_Carretera_Central
8/9/2025 12:43:29,ivasquez.laboratorio@hotmail.com,LABORATORIOS VASQUEZ S.A.C,20678912345,Establecimiento_1_2345,P-001,Zona_Industrial,280292,8652594,Lima,Km_23_Carretera_Central
8/9/2025 12:43:29,ivasquez.laboratorio@hotmail.com,LABORATORIOS VASQUEZ S.A.C,20678912345,Establecimiento_2_2345,P-002,Zona_Industrial,281869,8654845,Lima,Km_7_Carretera_Central
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_1_3456,P-001,Zona_Industrial,281631,8659880,Lima,Km_18_Carretera_Central
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_2_3456,P-002,Zona_Industrial,288363,8656520,Lima,Km_42_Carretera_Central
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_3_3456,P-003,Zona_Industrial,285111,8655958,Lima,Km_14_Carretera_Central
8/11/2025 14:35:17,krueda.tecnologia@gmail.com,TECNOLOGIA RUEDA S.R.L,20891234567,Establecimiento_1_4567,P-001,Zona_Industrial,286997,8651885,Lima,Km_16_Carretera_Central
8/12/2025 10:12:42,lbustamante.publicidad@outlook.com,PUBLICIDAD BUSTAMANTE S.A.C,20912345678,Establecimiento_1_5678,P-001,Zona_Industrial,284174,8651959,Lima,Km_34_Carretera_Central
8/12/2025 10:12:42,lbustamante.publicidad@outlook.com,PUBLICIDAD BUSTAMANTE S.A.C,20912345678,Establecimiento_2_5678,P-002,Zona_Industrial,281282,8658132,Lima,Km_32_Carretera_Central
8/13/2025 16:48:15,mvaldez.educacion@hotmail.com,EDUCACION VALDEZ S.A,20123456789,Establecimiento_1_6789,P-001,Zona_Industrial,286279,8652591,Lima,Km_2_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_1_7891,P-001,Zona_Industrial,283377,8650979,Lima,Km_7_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_2_7891,P-002,Zona_Industrial,280500,8657963,Lima,Km_23_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_3_7891,P-003,Zona_Industrial,288989,8657556,Lima,Km_38_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_4_7891,P-004,Zona_Industrial,281747,8651447,Lima,Km_49_Carretera_Central
