FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,HC3-Chimenea,HC3-Presion_atm,HC3-Temperatura_C,HC3-Porcentaje,HC3-Flujo_real_m3min,HC3-Flujo_normal_m3min,HC3-Horas_ano
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_2_9123,CH-02,1.02,245,8.7,187.3,231.7,7338
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_1_1234,CH-01,1.18,199,7.6,194.3,125.3,7351
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_1_1234,CH-02,1.01,240,8.4,151.4,263.4,6844
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_2_1234,CH-01,1.09,142,7.9,272.5,229.1,6652
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_3_1234,CH-01,1.18,215,8.3,156.9,236.5,7181
7/3/2025 16:45:12,rlopez.quimica@yahoo.com,QUIMICA INDUSTRIAL LIMA S.A,20678912345,Establecimiento_1_2345,CH-01,1.08,162,9.0,234.5,94.0,6992
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_1_3456,CH-01,1.17,178,8.4,107.9,169.6,8234
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_2_3456,CH-01,1.18,184,8.6,173.0,264.1,7738
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_3_3456,CH-01,1.08,247,7.5,248.1,268.1,8101
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_3_3456,CH-02,1.07,128,7.6,195.4,187.2,7995
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_4_3456,CH-01,1.19,173,8.5,274.0,271.9,7806
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_5_3456,CH-01,1.03,167,8.7,222.8,117.0,8402
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,CH-01,1.06,188,7.9,240.8,270.7,7381
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,CH-01,1.16,204,8.6,192.0,268.6,6009
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,CH-02,1.08,250,7.6,130.5,120.8,6598
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,CH-01,1.13,182,7.8,263.6,160.6,7737
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,CH-02,1.13,246,8.5,271.2,90.5,6412
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,CH-01,1.16,207,8.9,127.0,222.4,6078
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,CH-01,1.1,142,8.0,229.5,184.1,6439
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,CH-02,1.19,234,8.8,187.6,156.8,6640
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,CH-01,1.02,208,7.7,185.3,239.7,7749
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,CH-02,1.06,250,8.2,242.9,248.5,7183
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,CH-01,1.08,193,8.8,112.6,241.9,6913
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,CH-02,1.14,129,7.6,145.9,221.7,6054
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_1_7891,CH-01,1.06,247,8.3,233.3,205.7,8044
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,CH-01,1.08,184,7.9,222.6,165.7,8222
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,CH-01,1.19,208,8.0,235.0,182.6,6720
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,CH-01,1.09,226,8.3,264.5,174.8,6228
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_2_8912,CH-01,1.07,215,7.6,284.2,266.8,7558
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,CH-01,1.1,235,7.6,247.7,107.7,7639
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,CH-01,1.05,176,8.6,289.8,143.4,7777
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,CH-02,1.15,234,7.8,151.5,155.3,7662
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,CH-01,1.01,219,7.9,123.4,277.0,8214
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,CH-02,1.11,226,8.0,143.5,102.9,6336
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_6_8912,CH-01,1.15,221,7.6,167.2,240.2,6252
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,CH-01,1.12,221,8.4,193.2,252.0,7187
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,CH-02,1.04,168,8.8,170.2,212.2,7448
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,CH-01,1.13,236,7.6,252.8,156.7,7340
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,CH-01,1.18,135,7.7,242.0,172.3,6579
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,CH-02,1.14,135,7.9,240.1,253.2,7830
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,CH-01,1.11,223,8.5,240.3,181.9,8103
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,CH-02,1.19,244,7.6,164.1,191.9,7560
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,CH-01,1.16,250,9.0,288.6,249.9,7102
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,CH-02,1.04,127,8.6,156.4,117.0,8381
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,CH-01,1.0,245,7.8,158.9,255.4,7946
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,CH-02,1.16,194,7.7,164.8,129.7,6140
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,CH-01,1.09,193,7.9,271.5,109.3,6523
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,CH-01,1.17,157,7.8,220.4,214.2,7524
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,CH-01,1.09,136,7.6,274.7,140.6,6315
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,CH-01,1.03,241,7.9,187.8,276.9,7858
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,CH-02,1.06,166,8.6,188.1,163.4,6898
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,CH-01,1.1,148,8.7,155.5,216.1,8565
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_2_4567,CH-01,1.02,199,8.5,217.0,255.4,6691
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,CH-01,1.08,201,9.0,237.5,192.7,8022
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,CH-02,1.19,201,8.0,145.4,240.6,7648
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,CH-01,1.16,190,7.8,161.1,115.4,7415
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,CH-02,1.0,207,7.8,231.5,147.4,7797
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_3_5678,CH-01,1.06,241,8.6,110.3,213.4,6564
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_4_5678,CH-01,1.01,244,7.6,179.6,165.9,6737
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_4_5678,CH-02,1.18,194,9.0,268.4,232.7,8060
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_5_5678,CH-01,1.19,163,8.2,178.9,117.5,7487
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_5_5678,CH-02,1.01,238,7.6,151.3,181.7,6330
7/16/2025 11:22:39,ldiaz.ceramica@hotmail.com,CERAMICA DIAZ S.A,20123456789,Establecimiento_1_6789,CH-01,1.19,197,8.1,160.1,244.1,7093
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_1_7891,CH-01,1.15,241,7.5,222.1,159.1,7652
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_1_7891,CH-02,1.08,245,8.4,261.5,143.9,8674
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_2_7891,CH-01,1.11,124,8.3,152.5,258.3,7612
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_2_7891,CH-02,1.05,124,8.7,183.0,137.5,8198
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_3_7891,CH-01,1.15,135,7.7,297.5,267.9,6714
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_3_7891,CH-02,1.01,132,7.5,223.4,150.1,7346
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_1_8912,CH-01,1.11,136,8.9,205.4,112.3,7605
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_1_8912,CH-02,1.2,133,7.8,221.3,150.9,6695
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_2_8912,CH-01,1.08,197,8.8,115.7,262.0,8231
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_1_9123,CH-01,1.02,127,7.9,109.2,217.7,8348
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_2_9123,CH-01,1.15,156,7.9,124.3,163.0,6220
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_3_9123,CH-01,1.1,139,8.7,289.9,93.3,7395
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_4_9123,CH-01,1.15,152,8.3,164.0,114.2,8299
7/20/2025 17:19:31,pvaldes.vidrio@gmail.com,VIDRIOS VALDES S.R.L,20567891234,Establecimiento_1_1234,CH-01,1.15,186,7.7,210.0,211.9,8707
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_1_2345,CH-01,1.12,213,7.7,100.6,109.8,7883
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_2_2345,CH-01,1.16,181,7.6,129.4,124.8,7352
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_2_2345,CH-02,1.18,237,8.4,252.0,104.4,7584
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_1_3456,CH-01,1.15,138,8.4,205.9,129.2,7019
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_1_3456,CH-02,1.19,222,8.1,242.3,150.1,6996
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_2_3456,CH-01,1.13,179,8.5,184.0,140.2,7954
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_2_3456,CH-02,1.16,130,8.3,161.7,202.2,7555
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_3_3456,CH-01,1.15,124,8.6,282.2,264.0,6959
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_3_3456,CH-02,1.17,178,7.7,220.2,215.7,7090
7/23/2025 16:21:42,snavarro.fertilizante@gmail.com,FERTILIZANTES NAVARRO S.R.L,20891234567,Establecimiento_1_4567,CH-01,1.04,120,8.6,171.1,239.5,7124
7/23/2025 16:21:42,snavarro.fertilizante@gmail.com,FERTILIZANTES NAVARRO S.R.L,20891234567,Establecimiento_1_4567,CH-02,1.11,132,8.8,191.0,169.9,8238
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_1_5678,CH-01,1.16,203,8.3,219.6,137.0,7860
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_1_5678,CH-02,1.08,228,8.2,145.5,231.1,7675
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_2_5678,CH-01,1.14,224,8.6,221.7,91.7,7636
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_2_5678,CH-02,1.16,169,7.7,282.1,171.2,6304
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_1_6789,CH-01,1.06,151,7.8,118.2,201.0,8519
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_2_6789,CH-01,1.16,163,8.2,138.1,171.9,6504
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_3_6789,CH-01,1.18,143,8.2,108.0,168.7,8460
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_4_6789,CH-01,1.07,124,8.5,158.4,203.7,8177
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_4_6789,CH-02,1.07,143,8.4,116.9,269.1,8230
7/26/2025 11:41:18,vmendez.electronica@gmail.com,ELECTRONICA MENDEZ S.R.L,20234567891,Establecimiento_1_7891,CH-01,1.04,146,8.2,229.6,134.2,7895
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_1_8912,CH-01,1.08,229,7.5,162.0,204.9,7178
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_2_8912,CH-01,1.17,125,7.8,176.7,113.7,7734
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_2_8912,CH-02,1.15,242,8.8,280.7,122.7,7419
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_3_8912,CH-01,1.11,212,7.8,251.0,109.6,7881
7/28/2025 8:53:47,xsalazar.joyeria@outlook.com,JOYERIA SALAZAR S.A,20456789123,Establecimiento_1_9123,CH-01,1.07,157,8.6,142.8,247.8,7567
7/29/2025 12:18:21,yvega.calzado@gmail.com,CALZADOS VEGA S.R.L,20567891234,Establecimiento_1_1234,CH-01,1.2,157,7.8,203.2,125.7,7080
7/29/2025 12:18:21,yvega.calzado@gmail.com,CALZADOS VEGA S.R.L,20567891234,Establecimiento_2_1234,CH-01,1.13,193,8.7,249.2,134.4,7189
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_1_2345,CH-01,1.14,192,8.1,118.6,199.3,7747
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_2_2345,CH-01,1.08,193,8.3,188.5,99.7,6361
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_2_2345,CH-02,1.13,159,7.8,212.5,207.0,6105
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_3_2345,CH-01,1.08,141,8.7,111.8,220.6,8173
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_4_2345,CH-01,1.02,218,8.3,122.5,101.9,6208
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_5_2345,CH-01,1.19,135,8.2,105.6,235.8,8231
8/1/2025 14:12:49,acoronel.farmacia@yahoo.com,FARMACIA CORONEL S.A,20789123456,Establecimiento_1_3456,CH-01,1.12,133,7.8,293.1,121.8,6040
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_1_4567,CH-01,1.01,230,8.3,251.5,183.3,8746
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_2_4567,CH-01,1.13,229,8.5,239.4,193.6,7620
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_2_4567,CH-02,1.07,209,8.5,147.2,213.5,7296
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_3_4567,CH-01,1.19,222,8.3,211.4,222.2,8055
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_4_4567,CH-01,1.19,132,8.0,135.3,93.2,6780
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_5_4567,CH-01,1.14,186,8.4,245.7,259.0,6320
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_6_4567,CH-01,1.16,204,8.1,154.4,266.4,6597
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_1_5678,CH-01,1.12,194,7.7,132.2,122.8,6658
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_1_5678,CH-02,1.01,220,7.7,241.7,215.6,6572
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_2_5678,CH-01,1.04,147,8.2,159.1,165.2,7677
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_2_5678,CH-02,1.17,199,7.9,263.9,234.9,7382
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_3_5678,CH-01,1.11,122,7.9,189.7,250.4,7599
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_3_5678,CH-02,1.06,194,7.6,189.7,119.3,8360
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_4_5678,CH-01,1.02,229,8.0,194.9,103.2,6830
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_5_5678,CH-01,1.19,238,8.2,203.5,124.3,7513
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_5_5678,CH-02,1.19,209,8.7,181.9,90.4,6495
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_6_5678,CH-01,1.05,240,8.4,226.8,150.6,8615
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_6_5678,CH-02,1.11,155,8.5,143.5,225.5,8691
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_7_5678,CH-01,1.16,142,8.7,196.9,154.3,7177
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_7_5678,CH-02,1.19,225,7.6,170.0,277.9,7389
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_8_5678,CH-01,1.06,144,7.5,109.5,106.3,8586
8/3/2025 16:25:27,ccordova.transporte@outlook.com,TRANSPORTES CORDOVA S.A.C,20912345678,Establecimiento_8_5678,CH-02,1.17,147,8.0,243.0,267.8,6728
