FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,HC5-Sustancia,HC5-Cuerpo_receptor,HC5-Nombre_cuerpo,HC5-Unidad,HC5-Cantidad,HC5-Metodo_calculo
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_3_3372,CO,Agua,Fuente_5,ton/ano,21670.63,Factor de emision
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_3_3372,PM2.5,Atmosfera,Fuente_4,kg/ano,17706.56,Monitoreo
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_4_3372,PM2.5,Atmosfera,Fuente_4,kg/ano,20527.48,Factor de emision
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_4_3372,PM2.5,Agua,Fuente_1,kg/ano,24925.28,Monitoreo
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_5_3372,CO,Atmosfera,Fuente_1,kg/ano,20665.68,Balance masico
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_5_3372,PM2.5,Agua,Fuente_3,ton/ano,47194.14,Factor de emision
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_5_3372,PM2.5,Agua,Fuente_5,kg/ano,16670.13,Monitoreo
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_6_3372,CO,Suelo,Fuente_4,ton/ano,38509.29,Balance masico
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_6_3372,PM2.5,Suelo,Fuente_4,kg/ano,22036.9,Monitoreo
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_6_3372,PM2.5,Atmosfera,Fuente_5,ton/ano,12382.98,Factor de emision
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_7_3372,CO,Atmosfera,Fuente_1,ton/ano,13597.97,Monitoreo
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_7_3372,CO,Agua,Fuente_5,kg/ano,33824.88,Factor de emision
6/14/2025 8:10:16,aalvarado1512@gmail.com,Otass,20565423372,Establecimiento_7_3372,CO,Agua,Fuente_3,kg/ano,42843.66,Factor de emision
6/18/2025 9:53:20,cruzllacsahuanga@gmail.com,Pesquera Hayduk SA,20136165667,Establecimiento_1_5667,VOCs,Agua,Fuente_2,ton/ano,46894.67,Monitoreo
6/18/2025 9:53:20,cruzllacsahuanga@gmail.com,Pesquera Hayduk SA,20136165667,Establecimiento_1_5667,VOCs,Agua,Fuente_2,ton/ano,41333.75,Balance masico
6/18/2025 9:53:20,cruzllacsahuanga@gmail.com,Pesquera Hayduk SA,20136165667,Establecimiento_2_5667,VOCs,Agua,Fuente_1,ton/ano,1863.42,Monitoreo
6/18/2025 9:53:20,cruzllacsahuanga@gmail.com,Pesquera Hayduk SA,20136165667,Establecimiento_2_5667,CO2,Atmosfera,Fuente_4,kg/ano,39733.9,Balance masico
6/18/2025 9:53:20,cruzllacsahuanga@gmail.com,Pesquera Hayduk SA,20136165667,Establecimiento_3_5667,CO2,Atmosfera,Fuente_5,kg/ano,43606.27,Monitoreo
6/18/2025 9:53:20,cruzllacsahuanga@gmail.com,Pesquera Hayduk SA,20136165667,Establecimiento_3_5667,Particulas,Suelo,Fuente_2,kg/ano,13999.62,Factor de emision
6/18/2025 9:53:20,cruzllacsahuanga@gmail.com,Pesquera Hayduk SA,20136165667,Establecimiento_3_5667,CO2,Agua,Fuente_3,kg/ano,43465.29,Factor de emision
6/23/2025 9:35:52,raysareyesv@gmail.com,Energia Renovable del Sur ,20392847406,Establecimiento_1_7406,Material particulado,Atmosfera,Fuente_2,kg/ano,42793.94,Balance masico
6/23/2025 9:35:52,raysareyesv@gmail.com,Energia Renovable del Sur ,20392847406,Establecimiento_1_7406,SO2,Agua,Fuente_2,ton/ano,15897.08,Balance masico
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_1_9123,CO2,Suelo,Fuente_2,ton/ano,14104.16,Factor de emision
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_1_9123,CO,Atmosfera,Fuente_4,kg/ano,18123.1,Factor de emision
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_1_9123,CO,Suelo,Fuente_5,ton/ano,7667.7,Monitoreo
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_2_9123,CO,Suelo,Fuente_4,kg/ano,15883.9,Factor de emision
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_2_9123,CO,Agua,Fuente_1,ton/ano,19608.29,Factor de emision
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_2_9123,CO,Agua,Fuente_3,ton/ano,4257.21,Monitoreo
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_1_1234,COV,Suelo,Fuente_5,ton/ano,40440.52,Balance masico
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_1_1234,Formaldehido,Atmosfera,Fuente_1,kg/ano,20243.28,Monitoreo
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_2_1234,PM10,Suelo,Fuente_1,ton/ano,8371.99,Factor de emision
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_2_1234,COV,Agua,Fuente_1,kg/ano,31442.04,Factor de emision
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_3_1234,PM10,Atmosfera,Fuente_2,kg/ano,17952.55,Balance masico
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_3_1234,COV,Suelo,Fuente_3,ton/ano,34262.58,Monitoreo
7/3/2025 16:45:12,rlopez.quimica@yahoo.com,QUIMICA INDUSTRIAL LIMA S.A,20678912345,Establecimiento_1_2345,SO2,Suelo,Fuente_1,ton/ano,12459.68,Factor de emision
7/3/2025 16:45:12,rlopez.quimica@yahoo.com,QUIMICA INDUSTRIAL LIMA S.A,20678912345,Establecimiento_1_2345,NH3,Suelo,Fuente_1,ton/ano,38921.77,Monitoreo
7/3/2025 16:45:12,rlopez.quimica@yahoo.com,QUIMICA INDUSTRIAL LIMA S.A,20678912345,Establecimiento_1_2345,HCl,Agua,Fuente_5,kg/ano,9156.03,Balance masico
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_1_3456,Particulas,Suelo,Fuente_4,ton/ano,44535.86,Factor de emision
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_1_3456,SO2,Suelo,Fuente_2,kg/ano,24736.49,Factor de emision
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_2_3456,Particulas,Suelo,Fuente_2,ton/ano,29216.72,Balance masico
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_2_3456,PM2.5,Agua,Fuente_5,ton/ano,29266.41,Monitoreo
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_2_3456,SO2,Agua,Fuente_3,kg/ano,12166.63,Monitoreo
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_3_3456,Particulas,Suelo,Fuente_1,kg/ano,46588.09,Monitoreo
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_3_3456,PM2.5,Agua,Fuente_2,ton/ano,23824.59,Balance masico
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_4_3456,Particulas,Agua,Fuente_2,kg/ano,579.55,Monitoreo
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_4_3456,PM2.5,Suelo,Fuente_5,kg/ano,9358.47,Monitoreo
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_5_3456,SO2,Atmosfera,Fuente_1,kg/ano,10450.37,Factor de emision
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_5_3456,SO2,Agua,Fuente_2,ton/ano,22309.51,Factor de emision
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_5_3456,PM2.5,Agua,Fuente_1,ton/ano,12928.51,Factor de emision
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,CO,Suelo,Fuente_2,ton/ano,42539.78,Monitoreo
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,CO2,Suelo,Fuente_2,kg/ano,22066.15,Balance masico
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,CO,Agua,Fuente_3,ton/ano,42706.69,Factor de emision
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,CO,Agua,Fuente_4,kg/ano,32814.93,Factor de emision
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,CO2,Atmosfera,Fuente_1,ton/ano,41059.02,Balance masico
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,CO2,Atmosfera,Fuente_5,ton/ano,14788.66,Factor de emision
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,PM2.5,Atmosfera,Fuente_1,kg/ano,1263.8,Balance masico
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,CO2,Suelo,Fuente_2,kg/ano,3574.84,Balance masico
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,PM2.5,Agua,Fuente_4,ton/ano,48010.18,Monitoreo
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,CO2,Agua,Fuente_3,ton/ano,40748.63,Monitoreo
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,CO2,Suelo,Fuente_3,kg/ano,37277.81,Balance masico
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,CO2,Suelo,Fuente_2,ton/ano,34689.57,Balance masico
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,CO2,Agua,Fuente_2,ton/ano,45342.45,Factor de emision
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,CO2,Agua,Fuente_2,ton/ano,29523.87,Monitoreo
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,CO2,Atmosfera,Fuente_4,ton/ano,38296.74,Factor de emision
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,PM2.5,Suelo,Fuente_4,kg/ano,32138.36,Monitoreo
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,CO2,Suelo,Fuente_4,ton/ano,10732.73,Monitoreo
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,CO,Atmosfera,Fuente_3,ton/ano,16512.19,Factor de emision
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,PM2.5,Atmosfera,Fuente_2,kg/ano,14399.8,Balance masico
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_1_7891,NOx,Suelo,Fuente_3,kg/ano,38037.45,Balance masico
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_1_7891,Material particulado,Atmosfera,Fuente_5,ton/ano,44099.1,Balance masico
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,CO2,Agua,Fuente_1,ton/ano,40864.35,Monitoreo
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,Material particulado,Suelo,Fuente_2,ton/ano,45165.32,Balance masico
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,CO2,Suelo,Fuente_5,ton/ano,31175.82,Monitoreo
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,CO2,Agua,Fuente_5,ton/ano,49675.41,Factor de emision
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,NOx,Atmosfera,Fuente_4,kg/ano,16212.99,Balance masico
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,Material particulado,Suelo,Fuente_1,ton/ano,10104.31,Balance masico
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,CO2,Atmosfera,Fuente_2,ton/ano,27158.36,Factor de emision
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,CO,Suelo,Fuente_2,ton/ano,4698.19,Factor de emision
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_2_8912,CO2,Suelo,Fuente_1,ton/ano,33839.14,Monitoreo
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_2_8912,CO2,Atmosfera,Fuente_2,ton/ano,37976.0,Factor de emision
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,CO2,Atmosfera,Fuente_4,kg/ano,9124.52,Factor de emision
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,CO,Atmosfera,Fuente_3,ton/ano,12384.72,Factor de emision
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,PM2.5,Agua,Fuente_3,kg/ano,38970.42,Balance masico
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,CO2,Agua,Fuente_3,kg/ano,45421.81,Monitoreo
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,CO,Suelo,Fuente_3,ton/ano,45846.56,Monitoreo
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,CO2,Agua,Fuente_5,ton/ano,31232.05,Balance masico
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,PM2.5,Suelo,Fuente_2,kg/ano,12581.08,Monitoreo
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,CO2,Atmosfera,Fuente_3,kg/ano,13481.24,Monitoreo
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,CO2,Suelo,Fuente_2,kg/ano,41411.07,Monitoreo
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_6_8912,CO2,Atmosfera,Fuente_1,kg/ano,15271.48,Monitoreo
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_6_8912,CO,Suelo,Fuente_5,ton/ano,23927.63,Monitoreo
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,CO2,Suelo,Fuente_1,kg/ano,32854.24,Factor de emision
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,Particulas,Atmosfera,Fuente_4,ton/ano,29483.91,Balance masico
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,Particulas,Agua,Fuente_3,kg/ano,25358.79,Factor de emision
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,CO2,Agua,Fuente_1,kg/ano,42535.83,Factor de emision
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,NOx,Agua,Fuente_4,kg/ano,45084.81,Factor de emision
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,NOx,Agua,Fuente_2,kg/ano,23567.67,Factor de emision
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,CO2,Agua,Fuente_2,ton/ano,8100.08,Balance masico
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,PM2.5,Suelo,Fuente_2,ton/ano,19916.96,Monitoreo
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,PM2.5,Suelo,Fuente_1,kg/ano,45346.64,Factor de emision
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,CO2,Agua,Fuente_4,ton/ano,30077.8,Balance masico
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,CO2,Atmosfera,Fuente_4,kg/ano,40679.06,Balance masico
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,PM2.5,Suelo,Fuente_4,ton/ano,30449.75,Factor de emision
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,PM2.5,Agua,Fuente_2,kg/ano,9965.32,Monitoreo
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,NOx,Agua,Fuente_2,kg/ano,42910.08,Balance masico
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,NOx,Atmosfera,Fuente_2,kg/ano,20776.56,Balance masico
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,PM10,Atmosfera,Fuente_3,kg/ano,13643.87,Factor de emision
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,Metales pesados,Atmosfera,Fuente_2,kg/ano,31920.79,Balance masico
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,PM10,Atmosfera,Fuente_4,ton/ano,49594.78,Balance masico
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,CO,Atmosfera,Fuente_1,kg/ano,5707.78,Factor de emision
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,CO,Agua,Fuente_4,kg/ano,29696.02,Monitoreo
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,PM10,Agua,Fuente_5,ton/ano,48706.95,Monitoreo
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,NOx,Suelo,Fuente_2,kg/ano,44820.34,Balance masico
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,NOx,Suelo,Fuente_3,ton/ano,5087.84,Factor de emision
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,PM10,Atmosfera,Fuente_1,ton/ano,583.75,Factor de emision
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,PM10,Atmosfera,Fuente_5,kg/ano,33974.64,Monitoreo
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_2_4567,COV,Atmosfera,Fuente_4,ton/ano,4741.18,Factor de emision
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_2_4567,Formaldehido,Suelo,Fuente_1,ton/ano,41147.25,Balance masico
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,Particulas,Atmosfera,Fuente_2,ton/ano,2487.18,Monitoreo
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,Particulas,Suelo,Fuente_3,ton/ano,48130.38,Balance masico
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,Particulas,Suelo,Fuente_2,ton/ano,40294.88,Balance masico
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,CO2,Atmosfera,Fuente_4,ton/ano,24932.44,Balance masico
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,Particulas,Agua,Fuente_2,ton/ano,13155.62,Balance masico
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,Particulas,Suelo,Fuente_4,ton/ano,13675.67,Factor de emision
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_3_5678,VOCs,Suelo,Fuente_5,kg/ano,12256.31,Factor de emision
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_3_5678,CO2,Suelo,Fuente_1,kg/ano,980.85,Factor de emision
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_4_5678,VOCs,Atmosfera,Fuente_3,ton/ano,25773.31,Factor de emision
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_4_5678,VOCs,Atmosfera,Fuente_5,ton/ano,15655.76,Factor de emision
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_5_5678,VOCs,Atmosfera,Fuente_4,kg/ano,43311.57,Balance masico
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_5_5678,Particulas,Agua,Fuente_5,ton/ano,20178.51,Monitoreo
7/16/2025 11:22:39,ldiaz.ceramica@hotmail.com,CERAMICA DIAZ S.A,20123456789,Establecimiento_1_6789,PM10,Atmosfera,Fuente_4,kg/ano,40548.0,Monitoreo
